route,date,daytype,rides
1001,10/26/2016,W,89
103,10/26/2016,W,2625
106,10/26/2016,W,1718
108,10/26/2016,W,1347
11,10/26/2016,W,1827
111,10/26/2016,W,3697
111A,10/26/2016,W,161
112,10/26/2016,W,2387
115,10/26/2016,W,3279
119,10/26/2016,W,4424
12,10/26/2016,W,14110
120,10/26/2016,W,1007
121,10/26/2016,W,1248
124,10/26/2016,W,843
125,10/26/2016,W,1425
126,10/26/2016,W,5586
132,10/26/2016,W,272
134,10/26/2016,W,3031
135,10/26/2016,W,3247
136,10/26/2016,W,1901
143,10/26/2016,W,1977
146,10/26/2016,W,12200
147,10/26/2016,W,11345
148,10/26/2016,W,3019
15,10/26/2016,W,7174
151,10/26/2016,W,14666
152,10/26/2016,W,10064
155,10/26/2016,W,6767
156,10/26/2016,W,6670
157,10/26/2016,W,7215
165,10/26/2016,W,109
169,10/26/2016,W,226
171,10/26/2016,W,1494
172,10/26/2016,W,3352
18,10/26/2016,W,4005
192,10/26/2016,W,977
2,10/26/2016,W,3430
20,10/26/2016,W,17304
201,10/26/2016,W,2679
205,10/26/2016,W,893
206,10/26/2016,W,720
21,10/26/2016,W,8398
22,10/26/2016,W,15491
24,10/26/2016,W,2765
26,10/26/2016,W,4315
28,10/26/2016,W,6470
29,10/26/2016,W,10706
3,10/26/2016,W,17540
30,10/26/2016,W,3207
31,10/26/2016,W,580
34,10/26/2016,W,5016
35,10/26/2016,W,5098
36,10/26/2016,W,10226
37,10/26/2016,W,1606
39,10/26/2016,W,2158
4,10/26/2016,W,19943
43,10/26/2016,W,1562
44,10/26/2016,W,3788
47,10/26/2016,W,9976
48,10/26/2016,W,969
49,10/26/2016,W,15609
49B,10/26/2016,W,5272
5,10/26/2016,W,307
50,10/26/2016,W,9887
51,10/26/2016,W,1392
52,10/26/2016,W,11687
52A,10/26/2016,W,4603
53,10/26/2016,W,18719
53A,10/26/2016,W,8612
54,10/26/2016,W,10545
54A,10/26/2016,W,739
54B,10/26/2016,W,3123
55,10/26/2016,W,10662
55A,10/26/2016,W,360
55N,10/26/2016,W,638
56,10/26/2016,W,8126
57,10/26/2016,W,2586
59,10/26/2016,W,3640
6,10/26/2016,W,8427
60,10/26/2016,W,11134
62,10/26/2016,W,10166
62H,10/26/2016,W,1035
63,10/26/2016,W,16134
63W,10/26/2016,W,1500
65,10/26/2016,W,8714
66,10/26/2016,W,21979
67,10/26/2016,W,11546
68,10/26/2016,W,1469
7,10/26/2016,W,5401
70,10/26/2016,W,8873
71,10/26/2016,W,8862
72,10/26/2016,W,14086
73,10/26/2016,W,6118
74,10/26/2016,W,11915
75,10/26/2016,W,6923
76,10/26/2016,W,11029
77,10/26/2016,W,21543
78,10/26/2016,W,7992
79,10/26/2016,W,25765
8,10/26/2016,W,21581
80,10/26/2016,W,10788
81,10/26/2016,W,10953
81W,10/26/2016,W,1679
82,10/26/2016,W,18780
84,10/26/2016,W,3719
85,10/26/2016,W,9083
85A,10/26/2016,W,633
86,10/26/2016,W,3165
87,10/26/2016,W,11835
88,10/26/2016,W,1519
8A,10/26/2016,W,3052
9,10/26/2016,W,18009
90,10/26/2016,W,4499
91,10/26/2016,W,6482
92,10/26/2016,W,6577
93,10/26/2016,W,3596
94,10/26/2016,W,8950
95,10/26/2016,W,5659
96,10/26/2016,W,736
97,10/26/2016,W,2831
J14,10/26/2016,W,11050
X49,10/26/2016,W,7438
X9,10/26/2016,W,8648
X98,10/26/2016,W,21
1,10/27/2016,W,1844
100,10/27/2016,W,764
1001,10/27/2016,W,70
103,10/27/2016,W,2944
106,10/27/2016,W,1855
108,10/27/2016,W,1333
11,10/27/2016,W,2090
111,10/27/2016,W,3961
111A,10/27/2016,W,195
112,10/27/2016,W,2613
115,10/27/2016,W,3558
119,10/27/2016,W,4803
12,10/27/2016,W,15337
120,10/27/2016,W,933
121,10/27/2016,W,1115
124,10/27/2016,W,819
125,10/27/2016,W,1402
126,10/27/2016,W,5980
132,10/27/2016,W,242
134,10/27/2016,W,2883
135,10/27/2016,W,3307
136,10/27/2016,W,1903
143,10/27/2016,W,2018
146,10/27/2016,W,13002
147,10/27/2016,W,12838
148,10/27/2016,W,2561
15,10/27/2016,W,7922
151,10/27/2016,W,15660
152,10/27/2016,W,10834
155,10/27/2016,W,7760
156,10/27/2016,W,6889
157,10/27/2016,W,7037
165,10/27/2016,W,126
169,10/27/2016,W,236
171,10/27/2016,W,1673
172,10/27/2016,W,2497
18,10/27/2016,W,4101
19,10/27/2016,W,343
192,10/27/2016,W,848
2,10/27/2016,W,3327
20,10/27/2016,W,18747
201,10/27/2016,W,2785
205,10/27/2016,W,1065
206,10/27/2016,W,966
21,10/27/2016,W,9458
22,10/27/2016,W,17635
24,10/27/2016,W,3062
26,10/27/2016,W,4576
28,10/27/2016,W,6840
29,10/27/2016,W,12051
3,10/27/2016,W,19562
30,10/27/2016,W,3667
31,10/27/2016,W,657
34,10/27/2016,W,5494
35,10/27/2016,W,5669
36,10/27/2016,W,12346
37,10/27/2016,W,1614
39,10/27/2016,W,2311
4,10/27/2016,W,21693
43,10/27/2016,W,1578
44,10/27/2016,W,3764
47,10/27/2016,W,10729
48,10/27/2016,W,1167
49,10/27/2016,W,17474
49B,10/27/2016,W,5844
5,10/27/2016,W,260
50,10/27/2016,W,10641
51,10/27/2016,W,1541
52,10/27/2016,W,13103
52A,10/27/2016,W,4627
53,10/27/2016,W,20323
53A,10/27/2016,W,9674
54,10/27/2016,W,11650
54A,10/27/2016,W,817
54B,10/27/2016,W,3629
55,10/27/2016,W,11345
55A,10/27/2016,W,404
55N,10/27/2016,W,729
56,10/27/2016,W,9014
57,10/27/2016,W,2901
59,10/27/2016,W,3623
6,10/27/2016,W,9719
60,10/27/2016,W,11846
62,10/27/2016,W,11531
62H,10/27/2016,W,1166
63,10/27/2016,W,17871
63W,10/27/2016,W,1411
65,10/27/2016,W,8960
66,10/27/2016,W,22899
67,10/27/2016,W,12207
68,10/27/2016,W,1698
7,10/27/2016,W,5707
70,10/27/2016,W,9626
71,10/27/2016,W,9495
72,10/27/2016,W,15783
73,10/27/2016,W,6324
74,10/27/2016,W,12955
75,10/27/2016,W,7310
76,10/27/2016,W,12068
77,10/27/2016,W,23000
78,10/27/2016,W,8785
79,10/27/2016,W,26896
8,10/27/2016,W,22867
80,10/27/2016,W,12101
81,10/27/2016,W,12207
81W,10/27/2016,W,1752
82,10/27/2016,W,20904
84,10/27/2016,W,4196
85,10/27/2016,W,9939
85A,10/27/2016,W,653
86,10/27/2016,W,3487
87,10/27/2016,W,13589
88,10/27/2016,W,1567
8A,10/27/2016,W,3348
9,10/27/2016,W,19258
90,10/27/2016,W,5179
91,10/27/2016,W,7301
92,10/27/2016,W,7177
93,10/27/2016,W,3636
94,10/27/2016,W,9710
95,10/27/2016,W,6110
96,10/27/2016,W,952
97,10/27/2016,W,3445
J14,10/27/2016,W,11928
X49,10/27/2016,W,7577
X9,10/27/2016,W,9565
X98,10/27/2016,W,19
1,10/28/2016,W,1580
100,10/28/2016,W,709
1001,10/28/2016,W,344
103,10/28/2016,W,2392
106,10/28/2016,W,1613
108,10/28/2016,W,1460
11,10/28/2016,W,2101
111,10/28/2016,W,4029
111A,10/28/2016,W,250
112,10/28/2016,W,2617
115,10/28/2016,W,3531
119,10/28/2016,W,5031
12,10/28/2016,W,15627
120,10/28/2016,W,764
121,10/28/2016,W,937
124,10/28/2016,W,1021
125,10/28/2016,W,1232
126,10/28/2016,W,5671
132,10/28/2016,W,207
134,10/28/2016,W,2604
135,10/28/2016,W,2853
136,10/28/2016,W,1702
143,10/28/2016,W,1611
146,10/28/2016,W,13584
147,10/28/2016,W,11799
148,10/28/2016,W,2433
15,10/28/2016,W,7834
151,10/28/2016,W,15611
152,10/28/2016,W,11839
155,10/28/2016,W,7746
156,10/28/2016,W,6305
157,10/28/2016,W,6690
165,10/28/2016,W,153
169,10/28/2016,W,219
171,10/28/2016,W,1578
172,10/28/2016,W,3094
18,10/28/2016,W,4156
192,10/28/2016,W,805
2,10/28/2016,W,2787
20,10/28/2016,W,18708
201,10/28/2016,W,2652
205,10/28/2016,W,943
206,10/28/2016,W,993
21,10/28/2016,W,10804
22,10/28/2016,W,16675
24,10/28/2016,W,3038
26,10/28/2016,W,4145
28,10/28/2016,W,6849
29,10/28/2016,W,12685
3,10/28/2016,W,20074
30,10/28/2016,W,3518
31,10/28/2016,W,644
34,10/28/2016,W,5637
35,10/28/2016,W,5244
36,10/28/2016,W,13024
37,10/28/2016,W,1424
39,10/28/2016,W,2248
4,10/28/2016,W,22473
43,10/28/2016,W,1753
44,10/28/2016,W,3875
47,10/28/2016,W,11077
48,10/28/2016,W,1058
49,10/28/2016,W,18125
49B,10/28/2016,W,6029
5,10/28/2016,W,288
50,10/28/2016,W,10195
51,10/28/2016,W,1616
52,10/28/2016,W,13218
52A,10/28/2016,W,4671
53,10/28/2016,W,20475
53A,10/28/2016,W,9093
54,10/28/2016,W,12448
54A,10/28/2016,W,814
54B,10/28/2016,W,3744
55,10/28/2016,W,11694
55A,10/28/2016,W,317
55N,10/28/2016,W,574
56,10/28/2016,W,8824
57,10/28/2016,W,2947
59,10/28/2016,W,3854
6,10/28/2016,W,10030
60,10/28/2016,W,11312
62,10/28/2016,W,11132
62H,10/28/2016,W,1194
63,10/28/2016,W,17892
63W,10/28/2016,W,1326
65,10/28/2016,W,9618
66,10/28/2016,W,23092
67,10/28/2016,W,12651
68,10/28/2016,W,1615
7,10/28/2016,W,5399
70,10/28/2016,W,9381
71,10/28/2016,W,9993
72,10/28/2016,W,16386
73,10/28/2016,W,6366
74,10/28/2016,W,13045
75,10/28/2016,W,7790
76,10/28/2016,W,11857
77,10/28/2016,W,22211
78,10/28/2016,W,7553
79,10/28/2016,W,28206
8,10/28/2016,W,22758
80,10/28/2016,W,12768
81,10/28/2016,W,12339
81W,10/28/2016,W,1789
82,10/28/2016,W,20322
84,10/28/2016,W,4190
85,10/28/2016,W,10097
85A,10/28/2016,W,656
86,10/28/2016,W,2734
87,10/28/2016,W,14036
88,10/28/2016,W,1606
8A,10/28/2016,W,3379
9,10/28/2016,W,20755
90,10/28/2016,W,5250
91,10/28/2016,W,7062
92,10/28/2016,W,6806
93,10/28/2016,W,3965
94,10/28/2016,W,9298
95,10/28/2016,W,5958
96,10/28/2016,W,955
97,10/28/2016,W,3162
J14,10/28/2016,W,11308
X49,10/28/2016,W,7027
X9,10/28/2016,W,9239
X98,10/28/2016,W,20
1001,10/29/2016,A,218
103,10/29/2016,A,1348
106,10/29/2016,A,635
11,10/29/2016,A,937
111,10/29/2016,A,2305
111A,10/29/2016,A,213
112,10/29/2016,A,1162
115,10/29/2016,A,1859
119,10/29/2016,A,3427
12,10/29/2016,A,9074
124,10/29/2016,A,1387
126,10/29/2016,A,2804
146,10/29/2016,A,10654
147,10/29/2016,A,10120
15,10/29/2016,A,5235
151,10/29/2016,A,14166
152,10/29/2016,A,6053
155,10/29/2016,A,6041
169,10/29/2016,A,28
171,10/29/2016,A,322
172,10/29/2016,A,395
18,10/29/2016,A,2532
19,10/29/2016,A,306
20,10/29/2016,A,10715
201,10/29/2016,A,1323
21,10/29/2016,A,8042
22,10/29/2016,A,13332
28,10/29/2016,A,3420
29,10/29/2016,A,9605
3,10/29/2016,A,13049
30,10/29/2016,A,2207
34,10/29/2016,A,3483
35,10/29/2016,A,3409
36,10/29/2016,A,13354
4,10/29/2016,A,14591
43,10/29/2016,A,816
44,10/29/2016,A,1425
47,10/29/2016,A,7506
49,10/29/2016,A,15494
49B,10/29/2016,A,2638
5,10/29/2016,A,257
50,10/29/2016,A,5698
51,10/29/2016,A,1049
52,10/29/2016,A,7753
52A,10/29/2016,A,2074
53,10/29/2016,A,13408
53A,10/29/2016,A,4042
54,10/29/2016,A,8628
54B,10/29/2016,A,3218
55,10/29/2016,A,8839
55N,10/29/2016,A,206
56,10/29/2016,A,5339
57,10/29/2016,A,1149
59,10/29/2016,A,2157
6,10/29/2016,A,9190
60,10/29/2016,A,5399
62,10/29/2016,A,6903
62H,10/29/2016,A,481
63,10/29/2016,A,11421
63W,10/29/2016,A,672
65,10/29/2016,A,5657
66,10/29/2016,A,14572
67,10/29/2016,A,8500
68,10/29/2016,A,513
70,10/29/2016,A,5575
71,10/29/2016,A,6666
72,10/29/2016,A,12455
73,10/29/2016,A,3285
74,10/29/2016,A,9103
75,10/29/2016,A,5068
76,10/29/2016,A,7277
77,10/29/2016,A,15049
78,10/29/2016,A,5221
79,10/29/2016,A,19131
8,10/29/2016,A,12254
80,10/29/2016,A,9697
81,10/29/2016,A,9785
81W,10/29/2016,A,1086
82,10/29/2016,A,11837
84,10/29/2016,A,2155
85,10/29/2016,A,6432
85A,10/29/2016,A,307
87,10/29/2016,A,9066
88,10/29/2016,A,773
8A,10/29/2016,A,2281
9,10/29/2016,A,19197
90,10/29/2016,A,3608
91,10/29/2016,A,3993
92,10/29/2016,A,4090
93,10/29/2016,A,1581
94,10/29/2016,A,5113
95,10/29/2016,A,4169
97,10/29/2016,A,2328
J14,10/29/2016,A,6044
1001,10/30/2016,U,278
103,10/30/2016,U,1022
106,10/30/2016,U,320
11,10/30/2016,U,643
111,10/30/2016,U,1655
111A,10/30/2016,U,120
112,10/30/2016,U,786
115,10/30/2016,U,1380
119,10/30/2016,U,2433
12,10/30/2016,U,6728
124,10/30/2016,U,599
126,10/30/2016,U,1942
146,10/30/2016,U,7885
147,10/30/2016,U,6857
15,10/30/2016,U,3776
151,10/30/2016,U,9647
152,10/30/2016,U,4722
155,10/30/2016,U,4601
171,10/30/2016,U,283
172,10/30/2016,U,488
18,10/30/2016,U,2021
19,10/30/2016,U,222
20,10/30/2016,U,7574
21,10/30/2016,U,4864
22,10/30/2016,U,10321
28,10/30/2016,U,2419
29,10/30/2016,U,6393
3,10/30/2016,U,7905
30,10/30/2016,U,758
34,10/30/2016,U,2752
35,10/30/2016,U,2487
36,10/30/2016,U,10191
4,10/30/2016,U,9968
43,10/30/2016,U,453
44,10/30/2016,U,1099
47,10/30/2016,U,4998
49,10/30/2016,U,11291
49B,10/30/2016,U,2930
5,10/30/2016,U,379
50,10/30/2016,U,3866
51,10/30/2016,U,764
52,10/30/2016,U,5346
52A,10/30/2016,U,1424
53,10/30/2016,U,9223
53A,10/30/2016,U,2360
54,10/30/2016,U,5926
54B,10/30/2016,U,1910
55,10/30/2016,U,6477
56,10/30/2016,U,3758
57,10/30/2016,U,694
6,10/30/2016,U,6602
60,10/30/2016,U,4248
62,10/30/2016,U,4878
63,10/30/2016,U,8677
63W,10/30/2016,U,522
65,10/30/2016,U,3892
66,10/30/2016,U,10258
67,10/30/2016,U,6341
68,10/30/2016,U,373
70,10/30/2016,U,3988
71,10/30/2016,U,5157
72,10/30/2016,U,8530
73,10/30/2016,U,2124
74,10/30/2016,U,6483
75,10/30/2016,U,3808
76,10/30/2016,U,4624
77,10/30/2016,U,10655
78,10/30/2016,U,3590
79,10/30/2016,U,14471
8,10/30/2016,U,9013
80,10/30/2016,U,6457
81,10/30/2016,U,7462
81W,10/30/2016,U,632
82,10/30/2016,U,8244
84,10/30/2016,U,1413
85,10/30/2016,U,4498
87,10/30/2016,U,6392
88,10/30/2016,U,470
8A,10/30/2016,U,1446
9,10/30/2016,U,14305
90,10/30/2016,U,2319
91,10/30/2016,U,2622
92,10/30/2016,U,2935
94,10/30/2016,U,3514
95,10/30/2016,U,3121
97,10/30/2016,U,1611
992,10/30/2016,U,1
J14,10/30/2016,U,3484
1,10/31/2016,W,1763
100,10/31/2016,W,712
1001,10/31/2016,W,391
103,10/31/2016,W,2945
106,10/31/2016,W,1696
108,10/31/2016,W,1367
11,10/31/2016,W,1978
111,10/31/2016,W,3842
111A,10/31/2016,W,227
112,10/31/2016,W,2535
115,10/31/2016,W,3406
119,10/31/2016,W,4690
12,10/31/2016,W,14101
120,10/31/2016,W,822
121,10/31/2016,W,997
124,10/31/2016,W,754
125,10/31/2016,W,1241
126,10/31/2016,W,5479
128,10/31/2016,W,767
132,10/31/2016,W,234
134,10/31/2016,W,3054
135,10/31/2016,W,3497
136,10/31/2016,W,1895
143,10/31/2016,W,1917
146,10/31/2016,W,15437
147,10/31/2016,W,11864
148,10/31/2016,W,2446
15,10/31/2016,W,8094
151,10/31/2016,W,15226
152,10/31/2016,W,10399
155,10/31/2016,W,7558
156,10/31/2016,W,6918
157,10/31/2016,W,6771
165,10/31/2016,W,187
169,10/31/2016,W,171
171,10/31/2016,W,1069
172,10/31/2016,W,2458
18,10/31/2016,W,3864
192,10/31/2016,W,856
2,10/31/2016,W,3205
20,10/31/2016,W,17481
201,10/31/2016,W,2590
205,10/31/2016,W,851
206,10/31/2016,W,1018
21,10/31/2016,W,9695
22,10/31/2016,W,16855
24,10/31/2016,W,2864
26,10/31/2016,W,4262
28,10/31/2016,W,6927
29,10/31/2016,W,12076
3,10/31/2016,W,19078
30,10/31/2016,W,3641
31,10/31/2016,W,607
34,10/31/2016,W,5402
35,10/31/2016,W,5154
36,10/31/2016,W,11447
37,10/31/2016,W,1583
39,10/31/2016,W,2053
4,10/31/2016,W,20654
43,10/31/2016,W,1479
44,10/31/2016,W,3847
47,10/31/2016,W,10196
48,10/31/2016,W,1112
49,10/31/2016,W,16605
49B,10/31/2016,W,5755
5,10/31/2016,W,329
50,10/31/2016,W,10388
51,10/31/2016,W,1594
52,10/31/2016,W,12378
52A,10/31/2016,W,4342
53,10/31/2016,W,19904
53A,10/31/2016,W,9340
54,10/31/2016,W,11251
54A,10/31/2016,W,757
54B,10/31/2016,W,3352
55,10/31/2016,W,11485
55A,10/31/2016,W,344
55N,10/31/2016,W,683
56,10/31/2016,W,8878
57,10/31/2016,W,2644
59,10/31/2016,W,3825
6,10/31/2016,W,9526
60,10/31/2016,W,11229
62,10/31/2016,W,11099
62H,10/31/2016,W,999
63,10/31/2016,W,16423
63W,10/31/2016,W,1362
65,10/31/2016,W,8598
66,10/31/2016,W,22394
67,10/31/2016,W,11466
68,10/31/2016,W,1448
7,10/31/2016,W,4977
70,10/31/2016,W,9525
71,10/31/2016,W,8988
72,10/31/2016,W,14659
73,10/31/2016,W,6208
74,10/31/2016,W,12338
75,10/31/2016,W,7110
76,10/31/2016,W,11958
77,10/31/2016,W,21834
78,10/31/2016,W,7602
79,10/31/2016,W,26101
8,10/31/2016,W,21653
80,10/31/2016,W,11921
81,10/31/2016,W,11948
81W,10/31/2016,W,1649
82,10/31/2016,W,20001
84,10/31/2016,W,4036
85,10/31/2016,W,9318
85A,10/31/2016,W,649
86,10/31/2016,W,3294
87,10/31/2016,W,12808
88,10/31/2016,W,1477
8A,10/31/2016,W,2983
9,10/31/2016,W,17895
90,10/31/2016,W,4852
91,10/31/2016,W,7100
92,10/31/2016,W,6846
93,10/31/2016,W,3837
94,10/31/2016,W,9323
95,10/31/2016,W,6214
96,10/31/2016,W,912
97,10/31/2016,W,3274
999,10/31/2016,W,2
J14,10/31/2016,W,11462
X49,10/31/2016,W,7180
X9,10/31/2016,W,8903
X98,10/31/2016,W,18
X98,11/01/2016,W,17
X9,11/01/2016,W,9708
X49,11/01/2016,W,7539
J14,11/01/2016,W,12194
97,11/01/2016,W,3490
96,11/01/2016,W,881
95,11/01/2016,W,6595
94,11/01/2016,W,10119
93,11/01/2016,W,3889
92,11/01/2016,W,7310
91,11/01/2016,W,7456
90,11/01/2016,W,4934
9,11/01/2016,W,20839
8A,11/01/2016,W,3730
88,11/01/2016,W,1681
87,11/01/2016,W,14661
86,11/01/2016,W,3567
85A,11/01/2016,W,647
85,11/01/2016,W,10571
84,11/01/2016,W,4265
82,11/01/2016,W,21697
81W,11/01/2016,W,1799
81,11/01/2016,W,12825
80,11/01/2016,W,12095
8,11/01/2016,W,23276
79,11/01/2016,W,29283
78,11/01/2016,W,8902
77,11/01/2016,W,22821
76,11/01/2016,W,12861
75,11/01/2016,W,7951
74,11/01/2016,W,12891
73,11/01/2016,W,6554
72,11/01/2016,W,16549
71,11/01/2016,W,10508
70,11/01/2016,W,9880
7,11/01/2016,W,5592
68,11/01/2016,W,1654
67,11/01/2016,W,13513
66,11/01/2016,W,24200
65,11/01/2016,W,8854
63W,11/01/2016,W,1512
63,11/01/2016,W,19077
62H,11/01/2016,W,1123
62,11/01/2016,W,12027
60,11/01/2016,W,11787
6,11/01/2016,W,10038
59,11/01/2016,W,4070
57,11/01/2016,W,3090
56,11/01/2016,W,9355
55N,11/01/2016,W,783
55A,11/01/2016,W,423
55,11/01/2016,W,11956
54B,11/01/2016,W,3747
54A,11/01/2016,W,790
54,11/01/2016,W,12720
53A,11/01/2016,W,9678
53,11/01/2016,W,22044
52A,11/01/2016,W,4892
52,11/01/2016,W,13770
51,11/01/2016,W,1730
50,11/01/2016,W,10840
5,11/01/2016,W,368
49B,11/01/2016,W,6121
49,11/01/2016,W,18608
48,11/01/2016,W,1261
47,11/01/2016,W,11761
44,11/01/2016,W,4284
43,11/01/2016,W,1857
4,11/01/2016,W,23143
39,11/01/2016,W,2340
37,11/01/2016,W,1639
36,11/01/2016,W,12959
35,11/01/2016,W,5730
34,11/01/2016,W,5942
31,11/01/2016,W,703
30,11/01/2016,W,3758
3,11/01/2016,W,20210
29,11/01/2016,W,12796
28,11/01/2016,W,7814
26,11/01/2016,W,4678
24,11/01/2016,W,3263
22,11/01/2016,W,17715
21,11/01/2016,W,10858
206,11/01/2016,W,1039
205,11/01/2016,W,1024
201,11/01/2016,W,2482
20,11/01/2016,W,20366
2,11/01/2016,W,3460
192,11/01/2016,W,865
19,11/01/2016,W,232
18,11/01/2016,W,4147
172,11/01/2016,W,2681
171,11/01/2016,W,1278
169,11/01/2016,W,183
165,11/01/2016,W,118
157,11/01/2016,W,6800
156,11/01/2016,W,7130
155,11/01/2016,W,7588
152,11/01/2016,W,10727
151,11/01/2016,W,15453
15,11/01/2016,W,8158
148,11/01/2016,W,2630
147,11/01/2016,W,12882
146,11/01/2016,W,13100
143,11/01/2016,W,2084
136,11/01/2016,W,2068
135,11/01/2016,W,3525
134,11/01/2016,W,3238
132,11/01/2016,W,286
126,11/01/2016,W,6104
125,11/01/2016,W,1385
124,11/01/2016,W,1000
121,11/01/2016,W,1110
120,11/01/2016,W,875
12,11/01/2016,W,15735
119,11/01/2016,W,5077
115,11/01/2016,W,3542
112,11/01/2016,W,2777
111A,11/01/2016,W,256
111,11/01/2016,W,4430
11,11/01/2016,W,2235
108,11/01/2016,W,1586
106,11/01/2016,W,1905
103,11/01/2016,W,2970
1001,11/01/2016,W,95
100,11/01/2016,W,812
1,11/01/2016,W,1885
X98,11/02/2016,W,17
X9,11/02/2016,W,9057
X49,11/02/2016,W,7490
J14,11/02/2016,W,11606
97,11/02/2016,W,3111
96,11/02/2016,W,900
95,11/02/2016,W,6036
94,11/02/2016,W,9595
93,11/02/2016,W,3770
92,11/02/2016,W,6716
91,11/02/2016,W,7025
90,11/02/2016,W,4875
9,11/02/2016,W,19328
8A,11/02/2016,W,3311
88,11/02/2016,W,1666
87,11/02/2016,W,12856
86,11/02/2016,W,3227
85A,11/02/2016,W,652
85,11/02/2016,W,9681
84,11/02/2016,W,3754
82,11/02/2016,W,19669
81W,11/02/2016,W,1662
81,11/02/2016,W,12180
80,11/02/2016,W,11871
8,11/02/2016,W,23092
79,11/02/2016,W,27097
78,11/02/2016,W,7784
77,11/02/2016,W,22595
76,11/02/2016,W,12433
75,11/02/2016,W,7235
74,11/02/2016,W,12104
73,11/02/2016,W,6142
72,11/02/2016,W,14935
71,11/02/2016,W,9456
70,11/02/2016,W,9322
7,11/02/2016,W,5680
68,11/02/2016,W,1656
67,11/02/2016,W,12058
66,11/02/2016,W,22338
65,11/02/2016,W,8826
63W,11/02/2016,W,1439
63,11/02/2016,W,17622
62H,11/02/2016,W,1059
62,11/02/2016,W,10989
60,11/02/2016,W,11713
6,11/02/2016,W,8893
59,11/02/2016,W,3889
57,11/02/2016,W,2727
56,11/02/2016,W,8552
55N,11/02/2016,W,632
55A,11/02/2016,W,393
55,11/02/2016,W,10990
54B,11/02/2016,W,3460
54A,11/02/2016,W,816
54,11/02/2016,W,11108
53A,11/02/2016,W,9214
53,11/02/2016,W,19276
52A,11/02/2016,W,4419
52,11/02/2016,W,12415
51,11/02/2016,W,1627
50,11/02/2016,W,10513
5,11/02/2016,W,377
49B,11/02/2016,W,5459
49,11/02/2016,W,17108
48,11/02/2016,W,1153
47,11/02/2016,W,10299
44,11/02/2016,W,3748
43,11/02/2016,W,1578
4,11/02/2016,W,21484
39,11/02/2016,W,2267
37,11/02/2016,W,1654
36,11/02/2016,W,11437
35,11/02/2016,W,5386
34,11/02/2016,W,5365
31,11/02/2016,W,709
30,11/02/2016,W,3550
3,11/02/2016,W,18587
29,11/02/2016,W,11910
28,11/02/2016,W,6631
26,11/02/2016,W,4355
24,11/02/2016,W,3046
22,11/02/2016,W,16411
21,11/02/2016,W,9247
206,11/02/2016,W,964
205,11/02/2016,W,963
201,11/02/2016,W,2811
20,11/02/2016,W,17696
2,11/02/2016,W,3376
192,11/02/2016,W,954
18,11/02/2016,W,4209
172,11/02/2016,W,2513
171,11/02/2016,W,1412
169,11/02/2016,W,224
165,11/02/2016,W,125
157,11/02/2016,W,7009
156,11/02/2016,W,6993
155,11/02/2016,W,6993
152,11/02/2016,W,11080
151,11/02/2016,W,14647
15,11/02/2016,W,7839
148,11/02/2016,W,2643
147,11/02/2016,W,11568
146,11/02/2016,W,12508
143,11/02/2016,W,1909
136,11/02/2016,W,2028
135,11/02/2016,W,3406
134,11/02/2016,W,3111
132,11/02/2016,W,255
126,11/02/2016,W,5756
125,11/02/2016,W,1405
124,11/02/2016,W,937
121,11/02/2016,W,1218
120,11/02/2016,W,946
12,11/02/2016,W,14625
119,11/02/2016,W,4578
115,11/02/2016,W,3503
112,11/02/2016,W,2510
111A,11/02/2016,W,219
111,11/02/2016,W,3927
11,11/02/2016,W,2096
108,11/02/2016,W,1443
106,11/02/2016,W,1820
103,11/02/2016,W,2811
1001,11/02/2016,W,335
100,11/02/2016,W,715
1,11/02/2016,W,1695
X98,11/03/2016,W,18
X9,11/03/2016,W,9628
X49,11/03/2016,W,7598
J14,11/03/2016,W,12362
97,11/03/2016,W,3300
96,11/03/2016,W,857
95,11/03/2016,W,6117
94,11/03/2016,W,9868
93,11/03/2016,W,4060
92,11/03/2016,W,7346
91,11/03/2016,W,7461
90,11/03/2016,W,5374
9,11/03/2016,W,20535
8A,11/03/2016,W,3371
88,11/03/2016,W,1494
87,11/03/2016,W,14702
86,11/03/2016,W,3495
85A,11/03/2016,W,682
85,11/03/2016,W,10771
84,11/03/2016,W,4249
82,11/03/2016,W,20954
81W,11/03/2016,W,1928
81,11/03/2016,W,12440
80,11/03/2016,W,11631
8,11/03/2016,W,23563
79,11/03/2016,W,28843
78,11/03/2016,W,8665
77,11/03/2016,W,22844
76,11/03/2016,W,12404
75,11/03/2016,W,7946
74,11/03/2016,W,12317
73,11/03/2016,W,6167
72,11/03/2016,W,17058
71,11/03/2016,W,10185
70,11/03/2016,W,9692
7,11/03/2016,W,5797
68,11/03/2016,W,1743
67,11/03/2016,W,13165
66,11/03/2016,W,24038
65,11/03/2016,W,9151
63W,11/03/2016,W,1509
63,11/03/2016,W,18924
62H,11/03/2016,W,1154
62,11/03/2016,W,12083
60,11/03/2016,W,11932
6,11/03/2016,W,10072
59,11/03/2016,W,4005
57,11/03/2016,W,3067
56,11/03/2016,W,9053
55N,11/03/2016,W,679
55A,11/03/2016,W,357
55,11/03/2016,W,12211
54B,11/03/2016,W,3602
54A,11/03/2016,W,850
54,11/03/2016,W,12450
53A,11/03/2016,W,9606
53,11/03/2016,W,21440
52A,11/03/2016,W,4908
52,11/03/2016,W,13102
