route,date,daytype,rides
36,05/08/2014,W,15911
37,05/08/2014,W,1723
39,05/08/2014,W,2313
4,05/08/2014,W,23619
43,05/08/2014,W,2000
44,05/08/2014,W,4757
47,05/08/2014,W,11094
48,05/08/2014,W,1173
49,05/08/2014,W,26513
49B,05/08/2014,W,6051
5,05/08/2014,W,500
50,05/08/2014,W,11554
51,05/08/2014,W,1920
52,05/08/2014,W,13732
52A,05/08/2014,W,4990
53,05/08/2014,W,21653
53A,05/08/2014,W,9067
54,05/08/2014,W,13236
54A,05/08/2014,W,1048
54B,05/08/2014,W,4110
55,05/08/2014,W,12389
55A,05/08/2014,W,348
55N,05/08/2014,W,606
56,05/08/2014,W,10344
57,05/08/2014,W,5242
59,05/08/2014,W,4150
6,05/08/2014,W,12252
60,05/08/2014,W,11155
62,05/08/2014,W,10994
62H,05/08/2014,W,1247
63,05/08/2014,W,19608
63W,05/08/2014,W,1460
65,05/08/2014,W,8980
66,05/08/2014,W,26677
67,05/08/2014,W,13936
68,05/08/2014,W,1397
7,05/08/2014,W,6347
70,05/08/2014,W,10176
71,05/08/2014,W,8462
72,05/08/2014,W,16981
73,05/08/2014,W,4799
74,05/08/2014,W,14636
75,05/08/2014,W,8183
76,05/08/2014,W,12790
77,05/08/2014,W,23196
78,05/08/2014,W,9972
79,05/08/2014,W,28834
8,05/08/2014,W,24251
80,05/08/2014,W,14650
81,05/08/2014,W,14259
81W,05/08/2014,W,1836
82,05/08/2014,W,21238
84,05/08/2014,W,4123
85,05/08/2014,W,11987
85A,05/08/2014,W,876
86,05/08/2014,W,3061
87,05/08/2014,W,14541
88,05/08/2014,W,1549
8A,05/08/2014,W,3619
9,05/08/2014,W,28829
90,05/08/2014,W,4996
91,05/08/2014,W,7941
92,05/08/2014,W,7350
93,05/08/2014,W,3832
94,05/08/2014,W,10814
95E,05/08/2014,W,4102
95W,05/08/2014,W,2759
96,05/08/2014,W,772
97,05/08/2014,W,3644
J14,05/08/2014,W,13308
X98,05/08/2014,W,21
1,05/09/2014,W,1865
100,05/09/2014,W,784
1001,05/09/2014,W,15
103,05/09/2014,W,2606
106,05/09/2014,W,1579
108,05/09/2014,W,1388
11,05/09/2014,W,1755
111,05/09/2014,W,3824
111A,05/09/2014,W,207
112,05/09/2014,W,2574
115,05/09/2014,W,3823
119,05/09/2014,W,5462
12,05/09/2014,W,14400
120,05/09/2014,W,1013
121,05/09/2014,W,1395
124,05/09/2014,W,1046
125,05/09/2014,W,1579
126,05/09/2014,W,5509
132,05/09/2014,W,262
134,05/09/2014,W,3132
135,05/09/2014,W,3321
136,05/09/2014,W,1773
143,05/09/2014,W,1680
146,05/09/2014,W,14901
147,05/09/2014,W,14534
148,05/09/2014,W,2350
15,05/09/2014,W,8528
151,05/09/2014,W,18416
152,05/09/2014,W,10874
155,05/09/2014,W,6860
156,05/09/2014,W,7796
157,05/09/2014,W,6039
165,05/09/2014,W,118
169,05/09/2014,W,212
170,05/09/2014,W,319
171,05/09/2014,W,1065
172,05/09/2014,W,2485
18,05/09/2014,W,3975
192,05/09/2014,W,804
2,05/09/2014,W,3309
20,05/09/2014,W,18553
201,05/09/2014,W,1904
205,05/09/2014,W,880
206,05/09/2014,W,868
21,05/09/2014,W,9173
22,05/09/2014,W,20313
24,05/09/2014,W,3168
26,05/09/2014,W,3242
28,05/09/2014,W,8112
29,05/09/2014,W,15082
3,05/09/2014,W,19830
30,05/09/2014,W,3250
34,05/09/2014,W,5397
35,05/09/2014,W,5875
36,05/09/2014,W,16043
37,05/09/2014,W,1482
39,05/09/2014,W,2058
4,05/09/2014,W,22301
43,05/09/2014,W,1885
44,05/09/2014,W,4561
47,05/09/2014,W,10268
48,05/09/2014,W,954
49,05/09/2014,W,26155
49B,05/09/2014,W,5808
5,05/09/2014,W,491
50,05/09/2014,W,10138
51,05/09/2014,W,1934
52,05/09/2014,W,12640
52A,05/09/2014,W,4432
53,05/09/2014,W,21616
53A,05/09/2014,W,7002
54,05/09/2014,W,12711
54A,05/09/2014,W,915
54B,05/09/2014,W,3868
55,05/09/2014,W,11901
55A,05/09/2014,W,294
55N,05/09/2014,W,546
56,05/09/2014,W,10471
57,05/09/2014,W,5204
59,05/09/2014,W,3937
6,05/09/2014,W,12021
60,05/09/2014,W,11059
62,05/09/2014,W,10298
62H,05/09/2014,W,1380
63,05/09/2014,W,18277
63W,05/09/2014,W,1204
65,05/09/2014,W,8788
66,05/09/2014,W,25427
67,05/09/2014,W,13257
68,05/09/2014,W,1308
7,05/09/2014,W,5638
70,05/09/2014,W,9990
71,05/09/2014,W,9219
72,05/09/2014,W,16857
73,05/09/2014,W,4424
74,05/09/2014,W,13591
75,05/09/2014,W,7852
76,05/09/2014,W,13039
77,05/09/2014,W,23044
78,05/09/2014,W,8576
79,05/09/2014,W,28346
8,05/09/2014,W,23444
80,05/09/2014,W,14338
81,05/09/2014,W,13386
81W,05/09/2014,W,1764
82,05/09/2014,W,19200
84,05/09/2014,W,4414
85,05/09/2014,W,11476
85A,05/09/2014,W,885
86,05/09/2014,W,2517
87,05/09/2014,W,13627
88,05/09/2014,W,1476
8A,05/09/2014,W,3179
9,05/09/2014,W,28635
90,05/09/2014,W,4935
91,05/09/2014,W,7518
92,05/09/2014,W,7024
93,05/09/2014,W,3723
94,05/09/2014,W,9596
95E,05/09/2014,W,4344
95W,05/09/2014,W,2466
96,05/09/2014,W,922
97,05/09/2014,W,3446
J14,05/09/2014,W,11691
X98,05/09/2014,W,14
10,05/10/2014,A,712
1001,05/10/2014,A,16
103,05/10/2014,A,1553
106,05/10/2014,A,674
11,05/10/2014,A,1124
111,05/10/2014,A,2528
111A,05/10/2014,A,169
112,05/10/2014,A,1381
115,05/10/2014,A,2476
119,05/10/2014,A,3983
12,05/10/2014,A,9301
124,05/10/2014,A,1156
126,05/10/2014,A,3874
146,05/10/2014,A,13216
147,05/10/2014,A,11643
15,05/10/2014,A,5636
151,05/10/2014,A,18269
152,05/10/2014,A,4251
155,05/10/2014,A,6320
169,05/10/2014,A,11
171,05/10/2014,A,213
172,05/10/2014,A,463
18,05/10/2014,A,2431
20,05/10/2014,A,12208
201,05/10/2014,A,1231
21,05/10/2014,A,7660
22,05/10/2014,A,16458
28,05/10/2014,A,4003
29,05/10/2014,A,11761
3,05/10/2014,A,15016
30,05/10/2014,A,2398
34,05/10/2014,A,4206
35,05/10/2014,A,3691
36,05/10/2014,A,15817
4,05/10/2014,A,15552
43,05/10/2014,A,1108
44,05/10/2014,A,2180
47,05/10/2014,A,8387
49,05/10/2014,A,17911
49B,05/10/2014,A,4206
5,05/10/2014,A,629
50,05/10/2014,A,5860
51,05/10/2014,A,1218
52,05/10/2014,A,8964
52A,05/10/2014,A,2381
53,05/10/2014,A,14750
53A,05/10/2014,A,3927
54,05/10/2014,A,8976
54B,05/10/2014,A,3379
55,05/10/2014,A,8636
55N,05/10/2014,A,210
56,05/10/2014,A,8011
57,05/10/2014,A,2011
59,05/10/2014,A,2499
6,05/10/2014,A,12164
60,05/10/2014,A,6397
62,05/10/2014,A,7482
62H,05/10/2014,A,549
63,05/10/2014,A,13235
63W,05/10/2014,A,661
65,05/10/2014,A,4874
66,05/10/2014,A,15435
67,05/10/2014,A,10154
68,05/10/2014,A,753
70,05/10/2014,A,6349
71,05/10/2014,A,7340
72,05/10/2014,A,14285
73,05/10/2014,A,1786
74,05/10/2014,A,9387
75,05/10/2014,A,5271
76,05/10/2014,A,8192
77,05/10/2014,A,15780
78,05/10/2014,A,5991
79,05/10/2014,A,20967
8,05/10/2014,A,14433
80,05/10/2014,A,10516
81,05/10/2014,A,10636
81W,05/10/2014,A,1098
82,05/10/2014,A,13123
84,05/10/2014,A,2287
85,05/10/2014,A,7350
85A,05/10/2014,A,397
87,05/10/2014,A,10512
88,05/10/2014,A,817
8A,05/10/2014,A,2606
9,05/10/2014,A,21305
90,05/10/2014,A,3700
91,05/10/2014,A,4580
92,05/10/2014,A,4405
93,05/10/2014,A,1701
94,05/10/2014,A,5634
95E,05/10/2014,A,2948
95W,05/10/2014,A,2412
97,05/10/2014,A,2382
J14,05/10/2014,A,7435
10,05/11/2014,U,544
1001,05/11/2014,U,65
103,05/11/2014,U,983
106,05/11/2014,U,282
11,05/11/2014,U,763
111,05/11/2014,U,1762
111A,05/11/2014,U,87
112,05/11/2014,U,738
115,05/11/2014,U,1982
119,05/11/2014,U,2648
12,05/11/2014,U,6680
124,05/11/2014,U,790
126,05/11/2014,U,2526
146,05/11/2014,U,9337
147,05/11/2014,U,8018
15,05/11/2014,U,4130
151,05/11/2014,U,12854
152,05/11/2014,U,3068
155,05/11/2014,U,4405
171,05/11/2014,U,100
172,05/11/2014,U,558
18,05/11/2014,U,2373
19,05/11/2014,U,135
20,05/11/2014,U,8231
21,05/11/2014,U,4342
22,05/11/2014,U,11581
28,05/11/2014,U,2287
29,05/11/2014,U,7005
3,05/11/2014,U,8405
30,05/11/2014,U,761
34,05/11/2014,U,2731
35,05/11/2014,U,2542
36,05/11/2014,U,10896
4,05/11/2014,U,10413
43,05/11/2014,U,555
44,05/11/2014,U,1450
47,05/11/2014,U,5091
49,05/11/2014,U,11525
49B,05/11/2014,U,3078
5,05/11/2014,U,557
50,05/11/2014,U,3785
51,05/11/2014,U,810
52,05/11/2014,U,5840
52A,05/11/2014,U,1221
53,05/11/2014,U,9787
53A,05/11/2014,U,2611
54,05/11/2014,U,6193
54B,05/11/2014,U,1875
55,05/11/2014,U,6590
56,05/11/2014,U,5130
57,05/11/2014,U,1536
6,05/11/2014,U,7490
60,05/11/2014,U,4738
62,05/11/2014,U,5420
63,05/11/2014,U,10148
63W,05/11/2014,U,541
65,05/11/2014,U,3009
66,05/11/2014,U,10385
67,05/11/2014,U,6857
68,05/11/2014,U,331
70,05/11/2014,U,4363
71,05/11/2014,U,5164
72,05/11/2014,U,9145
73,05/11/2014,U,1261
74,05/11/2014,U,7047
75,05/11/2014,U,4177
76,05/11/2014,U,4729
77,05/11/2014,U,10605
78,05/11/2014,U,3742
79,05/11/2014,U,14455
8,05/11/2014,U,9081
80,05/11/2014,U,6352
81,05/11/2014,U,7643
81W,05/11/2014,U,582
82,05/11/2014,U,8646
84,05/11/2014,U,1519
85,05/11/2014,U,4649
87,05/11/2014,U,6442
88,05/11/2014,U,433
8A,05/11/2014,U,1886
9,05/11/2014,U,14514
90,05/11/2014,U,2695
91,05/11/2014,U,2893
92,05/11/2014,U,2938
94,05/11/2014,U,3958
95E,05/11/2014,U,1800
95W,05/11/2014,U,1789
97,05/11/2014,U,1464
J14,05/11/2014,U,4081
1,05/12/2014,W,2079
100,05/12/2014,W,706
1001,05/12/2014,W,634
103,05/12/2014,W,2560
106,05/12/2014,W,1450
108,05/12/2014,W,1344
11,05/12/2014,W,1841
111,05/12/2014,W,3629
111A,05/12/2014,W,189
112,05/12/2014,W,2354
115,05/12/2014,W,3827
119,05/12/2014,W,4820
12,05/12/2014,W,14085
120,05/12/2014,W,1176
121,05/12/2014,W,1453
124,05/12/2014,W,1021
125,05/12/2014,W,1645
126,05/12/2014,W,6221
132,05/12/2014,W,341
134,05/12/2014,W,3330
135,05/12/2014,W,3847
136,05/12/2014,W,2299
143,05/12/2014,W,1895
146,05/12/2014,W,14439
147,05/12/2014,W,14208
148,05/12/2014,W,2403
15,05/12/2014,W,7541
151,05/12/2014,W,17771
152,05/12/2014,W,10167
155,05/12/2014,W,6819
156,05/12/2014,W,8500
157,05/12/2014,W,4988
165,05/12/2014,W,145
169,05/12/2014,W,194
170,05/12/2014,W,311
171,05/12/2014,W,1182
172,05/12/2014,W,2310
18,05/12/2014,W,3613
192,05/12/2014,W,949
2,05/12/2014,W,3256
20,05/12/2014,W,18031
201,05/12/2014,W,1911
205,05/12/2014,W,947
206,05/12/2014,W,783
21,05/12/2014,W,8872
22,05/12/2014,W,20105
24,05/12/2014,W,3067
26,05/12/2014,W,3555
28,05/12/2014,W,7266
29,05/12/2014,W,13621
3,05/12/2014,W,19378
30,05/12/2014,W,3159
34,05/12/2014,W,5003
35,05/12/2014,W,5320
36,05/12/2014,W,14320
37,05/12/2014,W,1701
39,05/12/2014,W,1911
4,05/12/2014,W,21300
43,05/12/2014,W,1911
44,05/12/2014,W,4479
47,05/12/2014,W,10290
48,05/12/2014,W,1125
49,05/12/2014,W,24251
49B,05/12/2014,W,5782
5,05/12/2014,W,425
50,05/12/2014,W,10208
51,05/12/2014,W,1860
52,05/12/2014,W,12852
52A,05/12/2014,W,3847
53,05/12/2014,W,19690
53A,05/12/2014,W,7617
54,05/12/2014,W,12104
54A,05/12/2014,W,920
54B,05/12/2014,W,3484
55,05/12/2014,W,11296
55A,05/12/2014,W,330
55N,05/12/2014,W,644
56,05/12/2014,W,10061
57,05/12/2014,W,4607
59,05/12/2014,W,3948
6,05/12/2014,W,10564
60,05/12/2014,W,10188
62,05/12/2014,W,11018
62H,05/12/2014,W,893
63,05/12/2014,W,16771
63W,05/12/2014,W,1288
65,05/12/2014,W,8287
66,05/12/2014,W,23461
67,05/12/2014,W,12221
68,05/12/2014,W,1393
7,05/12/2014,W,5462
70,05/12/2014,W,9977
71,05/12/2014,W,8696
72,05/12/2014,W,14757
73,05/12/2014,W,4879
74,05/12/2014,W,13590
75,05/12/2014,W,7328
76,05/12/2014,W,12418
77,05/12/2014,W,21917
78,05/12/2014,W,8473
79,05/12/2014,W,23592
8,05/12/2014,W,20654
80,05/12/2014,W,13037
81,05/12/2014,W,13270
81W,05/12/2014,W,1686
82,05/12/2014,W,18170
84,05/12/2014,W,4057
85,05/12/2014,W,11236
85A,05/12/2014,W,908
86,05/12/2014,W,2253
87,05/12/2014,W,12731
88,05/12/2014,W,1408
8A,05/12/2014,W,3390
9,05/12/2014,W,26554
90,05/12/2014,W,4745
91,05/12/2014,W,7156
92,05/12/2014,W,7104
93,05/12/2014,W,3415
94,05/12/2014,W,9906
95E,05/12/2014,W,3962
95W,05/12/2014,W,2540
96,05/12/2014,W,710
97,05/12/2014,W,3298
J14,05/12/2014,W,11758
X98,05/12/2014,W,17
1,05/13/2014,W,2208
100,05/13/2014,W,678
1001,05/13/2014,W,6
103,05/13/2014,W,2439
106,05/13/2014,W,1509
108,05/13/2014,W,1429
11,05/13/2014,W,1876
111,05/13/2014,W,3495
111A,05/13/2014,W,125
112,05/13/2014,W,2582
115,05/13/2014,W,3761
119,05/13/2014,W,5010
12,05/13/2014,W,13767
120,05/13/2014,W,1197
121,05/13/2014,W,1671
124,05/13/2014,W,677
125,05/13/2014,W,1711
126,05/13/2014,W,5912
132,05/13/2014,W,380
134,05/13/2014,W,3691
135,05/13/2014,W,4249
136,05/13/2014,W,2211
143,05/13/2014,W,2090
146,05/13/2014,W,14989
147,05/13/2014,W,14571
148,05/13/2014,W,2614
15,05/13/2014,W,7481
151,05/13/2014,W,18206
152,05/13/2014,W,10871
155,05/13/2014,W,6988
156,05/13/2014,W,9099
157,05/13/2014,W,5124
165,05/13/2014,W,99
169,05/13/2014,W,212
170,05/13/2014,W,387
171,05/13/2014,W,1842
172,05/13/2014,W,2868
18,05/13/2014,W,4168
192,05/13/2014,W,900
2,05/13/2014,W,3599
20,05/13/2014,W,18251
201,05/13/2014,W,1983
205,05/13/2014,W,948
206,05/13/2014,W,1051
21,05/13/2014,W,9363
22,05/13/2014,W,20930
24,05/13/2014,W,3119
26,05/13/2014,W,3643
28,05/13/2014,W,7266
29,05/13/2014,W,13523
3,05/13/2014,W,19654
30,05/13/2014,W,3272
34,05/13/2014,W,4948
35,05/13/2014,W,5582
36,05/13/2014,W,14678
37,05/13/2014,W,1666
39,05/13/2014,W,2244
4,05/13/2014,W,21920
43,05/13/2014,W,1848
44,05/13/2014,W,4360
47,05/13/2014,W,9961
48,05/13/2014,W,1224
49,05/13/2014,W,25728
49B,05/13/2014,W,5851
5,05/13/2014,W,479
50,05/13/2014,W,10826
51,05/13/2014,W,1788
52,05/13/2014,W,13281
52A,05/13/2014,W,4411
53,05/13/2014,W,20077
53A,05/13/2014,W,7994
54,05/13/2014,W,11719
54A,05/13/2014,W,942
54B,05/13/2014,W,3467
55,05/13/2014,W,11058
55A,05/13/2014,W,332
55N,05/13/2014,W,654
56,05/13/2014,W,10614
57,05/13/2014,W,4761
59,05/13/2014,W,3829
6,05/13/2014,W,10921
60,05/13/2014,W,10323
62,05/13/2014,W,11068
62H,05/13/2014,W,880
63,05/13/2014,W,17796
63W,05/13/2014,W,1473
65,05/13/2014,W,8565
66,05/13/2014,W,25812
67,05/13/2014,W,12622
68,05/13/2014,W,1376
7,05/13/2014,W,5629
70,05/13/2014,W,9575
71,05/13/2014,W,8458
72,05/13/2014,W,15881
73,05/13/2014,W,4632
74,05/13/2014,W,13899
75,05/13/2014,W,7572
76,05/13/2014,W,12367
77,05/13/2014,W,23171
78,05/13/2014,W,8394
79,05/13/2014,W,24859
8,05/13/2014,W,21015
80,05/13/2014,W,13732
81,05/13/2014,W,13326
81W,05/13/2014,W,1632
82,05/13/2014,W,17849
84,05/13/2014,W,4097
85,05/13/2014,W,10227
85A,05/13/2014,W,901
86,05/13/2014,W,2306
87,05/13/2014,W,12888
88,05/13/2014,W,1540
8A,05/13/2014,W,3354
9,05/13/2014,W,27145
90,05/13/2014,W,5212
91,05/13/2014,W,7393
92,05/13/2014,W,7533
93,05/13/2014,W,3763
94,05/13/2014,W,10283
95E,05/13/2014,W,4250
95W,05/13/2014,W,2529
96,05/13/2014,W,823
97,05/13/2014,W,3376
J14,05/13/2014,W,12334
X98,05/13/2014,W,23
1,05/14/2014,W,2129
100,05/14/2014,W,709
1001,05/14/2014,W,86
103,05/14/2014,W,2597
106,05/14/2014,W,1612
108,05/14/2014,W,1397
11,05/14/2014,W,1903
111,05/14/2014,W,3749
111A,05/14/2014,W,159
112,05/14/2014,W,2347
115,05/14/2014,W,3863
119,05/14/2014,W,4641
12,05/14/2014,W,14360
120,05/14/2014,W,996
121,05/14/2014,W,1563
124,05/14/2014,W,1278
125,05/14/2014,W,1694
126,05/14/2014,W,6022
132,05/14/2014,W,348
134,05/14/2014,W,3551
135,05/14/2014,W,4002
136,05/14/2014,W,2240
143,05/14/2014,W,1812
146,05/14/2014,W,14708
147,05/14/2014,W,14594
148,05/14/2014,W,2550
15,05/14/2014,W,7916
151,05/14/2014,W,18622
152,05/14/2014,W,11184
155,05/14/2014,W,7211
156,05/14/2014,W,8713
157,05/14/2014,W,5165
165,05/14/2014,W,105
169,05/14/2014,W,235
170,05/14/2014,W,314
171,05/14/2014,W,946
172,05/14/2014,W,1350
18,05/14/2014,W,4056
192,05/14/2014,W,743
2,05/14/2014,W,3454
20,05/14/2014,W,19698
201,05/14/2014,W,2133
205,05/14/2014,W,947
206,05/14/2014,W,896
21,05/14/2014,W,9628
22,05/14/2014,W,21027
24,05/14/2014,W,3293
26,05/14/2014,W,3503
28,05/14/2014,W,6733
29,05/14/2014,W,13643
3,05/14/2014,W,20141
30,05/14/2014,W,3395
34,05/14/2014,W,5001
35,05/14/2014,W,5482
36,05/14/2014,W,14341
37,05/14/2014,W,1711
39,05/14/2014,W,1728
4,05/14/2014,W,21584
43,05/14/2014,W,1902
44,05/14/2014,W,4230
47,05/14/2014,W,10760
48,05/14/2014,W,1182
49,05/14/2014,W,25818
49B,05/14/2014,W,5985
5,05/14/2014,W,386
50,05/14/2014,W,10659
51,05/14/2014,W,1834
52,05/14/2014,W,13590
52A,05/14/2014,W,4372
53,05/14/2014,W,20889
53A,05/14/2014,W,7878
54,05/14/2014,W,12269
54A,05/14/2014,W,959
54B,05/14/2014,W,3544
55,05/14/2014,W,10721
55A,05/14/2014,W,300
55N,05/14/2014,W,639
56,05/14/2014,W,10371
57,05/14/2014,W,4991
59,05/14/2014,W,3968
6,05/14/2014,W,11464
60,05/14/2014,W,10586
62,05/14/2014,W,11454
62H,05/14/2014,W,988
63,05/14/2014,W,18055
63W,05/14/2014,W,1447
65,05/14/2014,W,8745
66,05/14/2014,W,25699
67,05/14/2014,W,13074
68,05/14/2014,W,1423
7,05/14/2014,W,5535
70,05/14/2014,W,9730
71,05/14/2014,W,7896
72,05/14/2014,W,16487
73,05/14/2014,W,4824
74,05/14/2014,W,13867
75,05/14/2014,W,7694
76,05/14/2014,W,12421
77,05/14/2014,W,23737
78,05/14/2014,W,8600
79,05/14/2014,W,26985
8,05/14/2014,W,20937
80,05/14/2014,W,14332
81,05/14/2014,W,13906
81W,05/14/2014,W,1808
82,05/14/2014,W,19306
84,05/14/2014,W,4303
85,05/14/2014,W,10404
85A,05/14/2014,W,858
86,05/14/2014,W,2369
87,05/14/2014,W,12984
88,05/14/2014,W,1463
8A,05/14/2014,W,3367
9,05/14/2014,W,28242
90,05/14/2014,W,5193
91,05/14/2014,W,7996
92,05/14/2014,W,7158
93,05/14/2014,W,3918
94,05/14/2014,W,10496
95E,05/14/2014,W,4343
95W,05/14/2014,W,2438
96,05/14/2014,W,837
97,05/14/2014,W,3528
J14,05/14/2014,W,11661
X98,05/14/2014,W,20
1,05/15/2014,W,2337
100,05/15/2014,W,768
1001,05/15/2014,W,1
103,05/15/2014,W,2594
106,05/15/2014,W,1473
108,05/15/2014,W,1417
11,05/15/2014,W,1813
111,05/15/2014,W,3787
111A,05/15/2014,W,160
112,05/15/2014,W,2478
115,05/15/2014,W,3865
119,05/15/2014,W,4587
12,05/15/2014,W,13453
120,05/15/2014,W,1189
121,05/15/2014,W,1667
124,05/15/2014,W,919
125,05/15/2014,W,1686
126,05/15/2014,W,6372
132,05/15/2014,W,358
134,05/15/2014,W,3437
135,05/15/2014,W,3756
136,05/15/2014,W,2182
143,05/15/2014,W,2025
146,05/15/2014,W,15641
147,05/15/2014,W,13892
148,05/15/2014,W,2533
15,05/15/2014,W,7882
151,05/15/2014,W,19361
152,05/15/2014,W,10960
155,05/15/2014,W,6631
156,05/15/2014,W,8696
157,05/15/2014,W,4820
165,05/15/2014,W,161
169,05/15/2014,W,200
170,05/15/2014,W,294
171,05/15/2014,W,1571
172,05/15/2014,W,2815
18,05/15/2014,W,4033
192,05/15/2014,W,806
2,05/15/2014,W,3775
20,05/15/2014,W,18630
201,05/15/2014,W,2058
205,05/15/2014,W,990
206,05/15/2014,W,788
21,05/15/2014,W,8879
22,05/15/2014,W,20434
24,05/15/2014,W,3021
26,05/15/2014,W,3450
28,05/15/2014,W,6855
29,05/15/2014,W,13765
3,05/15/2014,W,19419
30,05/15/2014,W,3267
34,05/15/2014,W,5221
35,05/15/2014,W,5006
36,05/15/2014,W,14920
37,05/15/2014,W,1737
39,05/15/2014,W,1998
4,05/15/2014,W,20811
43,05/15/2014,W,1981
44,05/15/2014,W,4150
47,05/15/2014,W,10005
48,05/15/2014,W,1076
49,05/15/2014,W,25304
49B,05/15/2014,W,5762
5,05/15/2014,W,374
50,05/15/2014,W,10786
51,05/15/2014,W,1877
52,05/15/2014,W,12458
52A,05/15/2014,W,4590
53,05/15/2014,W,19896
53A,05/15/2014,W,7338
54,05/15/2014,W,11786
54A,05/15/2014,W,962
54B,05/15/2014,W,3443
55,05/15/2014,W,11239
55A,05/15/2014,W,335
55N,05/15/2014,W,632
56,05/15/2014,W,10313
57,05/15/2014,W,4505
59,05/15/2014,W,3825
6,05/15/2014,W,11525
60,05/15/2014,W,10524
62,05/15/2014,W,11012
62H,05/15/2014,W,908
63,05/15/2014,W,17079
63W,05/15/2014,W,1202
65,05/15/2014,W,7847
66,05/15/2014,W,25363
67,05/15/2014,W,12595
68,05/15/2014,W,1382
7,05/15/2014,W,5030
70,05/15/2014,W,9586
71,05/15/2014,W,7967
72,05/15/2014,W,16271
73,05/15/2014,W,4696
74,05/15/2014,W,13911
75,05/15/2014,W,7332
76,05/15/2014,W,11771
77,05/15/2014,W,22697
78,05/15/2014,W,7580
79,05/15/2014,W,25091
8,05/15/2014,W,20657
80,05/15/2014,W,13450
81,05/15/2014,W,13015
81W,05/15/2014,W,1812
82,05/15/2014,W,17637
84,05/15/2014,W,4204
85,05/15/2014,W,10515
85A,05/15/2014,W,913
86,05/15/2014,W,2321
87,05/15/2014,W,12846
88,05/15/2014,W,1559
8A,05/15/2014,W,3136
9,05/15/2014,W,26624
90,05/15/2014,W,4597
91,05/15/2014,W,7179
92,05/15/2014,W,6889
93,05/15/2014,W,3669
94,05/15/2014,W,9917
95E,05/15/2014,W,3547
95W,05/15/2014,W,2282
96,05/15/2014,W,818
97,05/15/2014,W,3404
J14,05/15/2014,W,12164
X98,05/15/2014,W,21
1,05/16/2014,W,1720
100,05/16/2014,W,728
1001,05/16/2014,W,34
103,05/16/2014,W,2598
106,05/16/2014,W,1272
108,05/16/2014,W,1421
11,05/16/2014,W,1741
111,05/16/2014,W,3641
111A,05/16/2014,W,164
112,05/16/2014,W,2473
115,05/16/2014,W,3860
119,05/16/2014,W,4690
12,05/16/2014,W,13669
120,05/16/2014,W,1043
121,05/16/2014,W,1431
124,05/16/2014,W,1019
125,05/16/2014,W,1660
126,05/16/2014,W,5990
132,05/16/2014,W,308
134,05/16/2014,W,3019
135,05/16/2014,W,3567
136,05/16/2014,W,1994
143,05/16/2014,W,1778
146,05/16/2014,W,14633
147,05/16/2014,W,13854
148,05/16/2014,W,2353
15,05/16/2014,W,7884
151,05/16/2014,W,18848
152,05/16/2014,W,11906
155,05/16/2014,W,6966
156,05/16/2014,W,7850
157,05/16/2014,W,4418
165,05/16/2014,W,142
169,05/16/2014,W,261
170,05/16/2014,W,213
171,05/16/2014,W,1398
172,05/16/2014,W,2413
18,05/16/2014,W,3709
192,05/16/2014,W,805
2,05/16/2014,W,3205
20,05/16/2014,W,18145
201,05/16/2014,W,2111
205,05/16/2014,W,979
206,05/16/2014,W,779
21,05/16/2014,W,9804
22,05/16/2014,W,20745
24,05/16/2014,W,3065
26,05/16/2014,W,3226
28,05/16/2014,W,7079
29,05/16/2014,W,14828
3,05/16/2014,W,19911
30,05/16/2014,W,3360
34,05/16/2014,W,5138
35,05/16/2014,W,5424
36,05/16/2014,W,15645
37,05/16/2014,W,1566
39,05/16/2014,W,2167
4,05/16/2014,W,21540
43,05/16/2014,W,1905
44,05/16/2014,W,4314
47,05/16/2014,W,10524
48,05/16/2014,W,1160
49,05/16/2014,W,25235
49B,05/16/2014,W,5609
5,05/16/2014,W,385
50,05/16/2014,W,10602
51,05/16/2014,W,1933
52,05/16/2014,W,11899
52A,05/16/2014,W,4592
53,05/16/2014,W,20468
53A,05/16/2014,W,7609
54,05/16/2014,W,12317
54A,05/16/2014,W,953
54B,05/16/2014,W,3571
55,05/16/2014,W,11670
55A,05/16/2014,W,316
55N,05/16/2014,W,637
56,05/16/2014,W,10524
57,05/16/2014,W,4738
59,05/16/2014,W,3718
6,05/16/2014,W,11516
60,05/16/2014,W,9784
62,05/16/2014,W,11138
62H,05/16/2014,W,899
63,05/16/2014,W,17827
63W,05/16/2014,W,1273
65,05/16/2014,W,8507
66,05/16/2014,W,26094
67,05/16/2014,W,12541
68,05/16/2014,W,1466
7,05/16/2014,W,4997
70,05/16/2014,W,9338
71,05/16/2014,W,8590
72,05/16/2014,W,16057
73,05/16/2014,W,4322
74,05/16/2014,W,13897
75,05/16/2014,W,7538
76,05/16/2014,W,12847
77,05/16/2014,W,23509
78,05/16/2014,W,8073
79,05/16/2014,W,26703
8,05/16/2014,W,20460
80,05/16/2014,W,13972
81,05/16/2014,W,12499
81W,05/16/2014,W,1719
82,05/16/2014,W,19246
84,05/16/2014,W,3983
85,05/16/2014,W,10569
85A,05/16/2014,W,931
86,05/16/2014,W,2274
87,05/16/2014,W,13906
88,05/16/2014,W,1516
8A,05/16/2014,W,3383
9,05/16/2014,W,27919
90,05/16/2014,W,5024
91,05/16/2014,W,6856
92,05/16/2014,W,7222
93,05/16/2014,W,3873
94,05/16/2014,W,9351
